transaction_date,region,transaction_count,total_amount_usd_equivalent,average_transaction_amount,successful_transactions,failed_transactions,unique_users
2022-01-05,North America West,1,3634.41,3634.41,1,0,1
2022-01-05,Europe West,1,3186.44,3186.44,1,0,1
2022-05-26,North America West,1,2180.33,2180.33,1,0,1
2022-05-26,Europe West,1,1269.7,1269.7,1,0,1
2022-05-26,North America East,1,3354.93,3354.93,1,0,1
2023-08-25,North America East,1,3681.12,3681.12,0,1,1
2023-08-25,Europe Central,1,1344.78,1344.78,1,0,1
2023-08-25,North America West,1,2642.22,2642.22,1,0,1
2023-08-25,APAC,1,1148.84,1148.84,1,0,1
2023-08-25,Europe West,4,10111.99,2527.9975,4,0,4
2024-05-16,Europe Central,2,4727.6900000000005,2363.8450000000003,2,0,2
2022-09-02,Europe West,1,4518.89,4518.89,1,0,1
2022-09-02,North America West,1,3814,3814,1,0,1
2022-09-02,Europe Central,1,1790.1,1790.1,1,0,1
2024-05-10,North America East,1,4953.36,4953.36,1,0,1
2022-10-20,North America East,2,5667.32,2833.66,2,0,2
2022-03-27,Europe West,2,9049.58,4524.79,2,0,2
2022-03-27,APAC,1,3517.24,3517.24,1,0,1
2022-03-27,North America West,1,2815.11,2815.11,1,0,1
2024-05-15,Europe Central,2,8916.89,4458.445,1,0,2
2024-05-15,North America West,2,247.64,123.82,2,0,2
2024-05-15,Europe West,1,3091.57,3091.57,0,0,1
2024-05-15,North America East,1,2510.09,2510.09,1,0,1
2024-05-15,APAC,1,2476.93,2476.93,1,0,1
2024-04-08,North America West,1,461.74,461.74,1,0,1
2024-04-08,APAC,1,2775.41,2775.41,1,0,1
2024-04-08,Europe West,1,4199.48,4199.48,1,0,1
2024-04-08,North America East,1,4643.84,4643.84,1,0,1
2024-07-30,North America West,3,7221.2,2407.0666666666666,1,1,3
2024-07-30,North America East,1,630.19,630.19,0,0,1
2022-01-09,Europe Central,1,3021.9,3021.9,0,0,1
2022-01-09,North America West,1,3128.23,3128.23,1,0,1
2022-01-09,North America East,3,6953.4499999999989,2317.8166666666666,3,0,3
2022-01-01,Europe West,1,1901.56,1901.56,1,0,1
2022-01-01,Europe Central,3,8192.38,2730.7933333333331,2,0,3
2025-01-24,APAC,2,6162.7000000000007,3081.3500000000004,1,1,2
2023-05-27,North America East,2,5027.49,2513.745,1,0,2
2023-05-27,Europe Central,2,298.22,149.11,2,0,2
2023-05-27,APAC,1,37.27,37.27,1,0,1
2023-05-27,North America West,1,2633.24,2633.24,0,0,1
2023-05-14,Europe West,1,4377.9,4377.9,1,0,1
2023-05-14,APAC,1,2949.4,2949.4,1,0,1
2023-05-14,Europe Central,2,7222.55,3611.275,1,0,2
2023-05-14,North America East,2,6470.24,3235.12,2,0,2
2025-03-01,APAC,1,3780.32,3780.32,0,0,1
2025-03-01,North America East,1,3383.82,3383.82,0,0,1
2025-03-01,Europe West,1,3166.85,3166.85,1,0,1
2025-03-01,Europe Central,1,3560.72,3560.72,1,0,1
2023-02-12,North America East,4,6631.2199999999993,1657.805,2,0,4
2023-02-12,APAC,1,4075.42,4075.42,1,0,1
2022-11-06,Europe West,1,4384.07,4384.07,1,0,1
2022-11-06,North America West,1,73.63,73.63,1,0,1
2022-11-06,North America East,3,10681.01,3560.3366666666666,1,1,3
2022-05-02,North America West,1,3410.15,3410.15,0,1,1
2022-05-02,Europe West,1,3069.08,3069.08,1,0,1
2022-05-02,North America East,1,3449.65,3449.65,1,0,1
2022-03-28,Europe West,1,2422.68,2422.68,1,0,1
2022-03-28,North America West,1,3007.94,3007.94,0,0,1
2022-03-28,APAC,1,2442.49,2442.49,0,0,1
2023-03-21,Europe Central,1,4748.81,4748.81,0,0,1
2023-03-21,APAC,1,1577.61,1577.61,0,0,1
2023-03-21,North America East,2,3292.91,1646.455,2,0,2
2022-06-21,APAC,1,2162.24,2162.24,0,1,1
2022-06-21,North America West,1,2137.35,2137.35,1,0,1
2022-06-21,North America East,2,2703.95,1351.975,1,0,2
2022-06-21,Europe Central,2,4018.3500000000004,2009.1750000000002,2,0,2
2022-02-12,North America East,4,11306.66,2826.665,4,0,4
2022-02-12,North America West,1,3765.81,3765.81,1,0,1
2022-02-12,Europe Central,1,303.57,303.57,1,0,1
2022-02-12,Europe West,2,6470.43,3235.215,2,0,2
2022-08-10,Europe West,1,1081.58,1081.58,0,0,1
2022-08-10,APAC,1,2368.78,2368.78,1,0,1
2022-08-10,North America West,1,1002.31,1002.31,1,0,1
2024-03-28,Europe Central,2,4557.5999999999995,2278.8,1,0,2
2024-04-03,North America East,2,8970.9199999999983,4485.4599999999991,1,1,2
2024-04-03,Europe Central,2,5466.1100000000006,2733.0550000000003,2,0,2
2024-12-14,North America West,1,3239.5,3239.5,1,0,1
2024-12-14,APAC,1,2331.98,2331.98,1,0,1
2023-09-14,North America West,2,9067.4700000000012,4533.7350000000006,1,1,2
2023-09-14,APAC,1,1163.88,1163.88,1,0,1
2022-05-10,Europe Central,1,3921.24,3921.24,1,0,1
2022-05-10,North America West,3,5456.9,1818.9666666666667,3,0,3
2023-05-23,APAC,2,2513.14,1256.57,2,0,2
2023-05-23,Europe Central,1,1177.04,1177.04,1,0,1
2023-05-23,North America East,1,2018.65,2018.65,1,0,1
2023-07-16,Europe West,1,1347.49,1347.49,1,0,1
2023-07-16,North America West,1,186.01,186.01,1,0,1
2023-07-16,APAC,1,405.61,405.61,1,0,1
2023-07-16,North America East,3,9500.0600000000013,3166.686666666667,2,1,3
2024-06-20,Europe West,2,3667.6499999999996,1833.8249999999998,2,0,2
2024-06-20,APAC,1,4950.06,4950.06,1,0,1
2024-06-20,Europe Central,1,836.28,836.28,1,0,1
2024-04-05,Europe Central,1,4340.72,4340.72,0,0,1
2024-04-05,Europe West,1,893.1,893.1,1,0,1
2024-09-28,North America East,2,5613.3899999999994,2806.6949999999997,1,0,2
2024-09-28,Europe Central,1,3499.61,3499.61,1,0,1
2023-08-27,Europe West,1,1604.74,1604.74,1,0,1
2023-08-27,North America West,2,2467.74,1233.87,2,0,2
2023-12-15,North America East,2,4468.58,2234.29,2,0,2
2023-07-18,Europe West,1,3059.29,3059.29,0,0,1
2023-07-18,North America West,1,1443.96,1443.96,0,0,1
2023-07-18,North America East,1,4253.18,4253.18,1,0,1
2023-07-18,APAC,2,5421.0300000000007,2710.5150000000003,2,0,2
2024-09-07,North America East,1,1555.2,1555.2,1,0,1
2024-09-07,Europe Central,1,3920.56,3920.56,1,0,1
2024-08-20,North America West,1,3238.31,3238.31,0,0,1
2024-08-20,North America East,1,2488.26,2488.26,1,0,1
2024-08-20,APAC,1,36.77,36.77,1,0,1
2024-08-20,Europe Central,2,7259.6900000000005,3629.8450000000003,1,1,2
2024-01-23,North America East,2,6820.5,3410.25,1,1,2
2024-01-23,Europe West,1,2606.93,2606.93,1,0,1
2024-01-23,North America West,1,3193.84,3193.84,0,0,1
2023-03-01,North America East,1,2823.51,2823.51,0,0,1
2022-09-03,APAC,1,583.73,583.73,1,0,1
2022-09-03,Europe West,1,4974.19,4974.19,1,0,1
2022-09-03,North America West,1,337.31,337.31,1,0,1
2022-06-04,Europe West,1,3330.91,3330.91,0,0,1
2022-06-04,North America East,2,6917.71,3458.855,2,0,2
2023-08-06,Europe West,1,3506.45,3506.45,1,0,1
2023-08-06,North America East,1,3262.49,3262.49,1,0,1
2023-03-05,North America East,2,1550.23,775.115,2,0,2
2023-03-05,APAC,1,664.76,664.76,1,0,1
2023-03-05,Europe West,1,1761.52,1761.52,1,0,1
2024-10-05,Europe Central,1,1046.82,1046.82,1,0,1
2024-10-05,Europe West,2,3339.7000000000003,1669.8500000000001,2,0,2
2024-02-08,North America East,1,691.29,691.29,1,0,1
2024-02-08,Europe West,1,1469.98,1469.98,1,0,1
2024-04-04,North America West,1,379.2,379.2,1,0,1
2024-04-04,Europe Central,1,1587.5,1587.5,1,0,1
2024-04-04,Europe West,3,9521.55,3173.85,3,0,3
2025-03-24,Europe West,1,3304.75,3304.75,0,1,1
2025-03-24,North America West,2,1581.3200000000002,790.66000000000008,2,0,2
2025-03-24,Europe Central,2,5426.1200000000008,2713.0600000000004,2,0,2
2024-11-02,Europe West,1,492.42,492.42,1,0,1
2024-11-02,APAC,1,4917.97,4917.97,1,0,1
2024-11-02,North America West,1,610.31,610.31,1,0,1
2022-04-07,Europe West,1,3756.93,3756.93,1,0,1
2024-11-29,APAC,1,1521.1,1521.1,1,0,1
2024-11-29,Europe Central,2,3021.5,1510.75,1,0,2
2024-11-29,North America West,2,3628.0699999999997,1814.0349999999999,2,0,2
2024-04-09,North America West,1,2901.92,2901.92,1,0,1
2024-04-09,APAC,2,4422.5599999999995,2211.2799999999997,2,0,2
2024-04-09,North America East,2,2882.11,1441.055,1,1,2
2024-01-09,Europe Central,1,4568.82,4568.82,1,0,1
2024-01-09,APAC,1,2772.13,2772.13,0,0,1
2023-09-02,Europe Central,1,2392.26,2392.26,1,0,1
2023-09-02,North America West,1,2040.93,2040.93,1,0,1
2023-09-02,North America East,1,3077.88,3077.88,0,1,1
2023-11-05,APAC,1,3761.72,3761.72,1,0,1
2023-09-13,APAC,1,4293.47,4293.47,0,1,1
2023-09-13,Europe Central,2,4907.21,2453.6050000000005,2,0,2
2023-09-13,Europe West,2,3530.02,1765.01,2,0,2
2023-09-13,North America East,2,6552.62,3276.31,1,0,2
2023-09-13,North America West,2,3904.8399999999997,1952.4199999999998,2,0,2
2023-02-15,APAC,1,3963.3,3963.3,1,0,1
2024-04-06,Europe West,3,3009.27,1003.09,3,0,3
2024-04-06,North America West,1,3924.39,3924.39,1,0,1
2024-04-06,North America East,1,1794.48,1794.48,1,0,1
2024-04-07,North America East,1,4167.14,4167.14,1,0,1
2024-04-07,Europe West,2,4353.04,2176.52,2,0,2
2024-04-07,APAC,2,6735.18,3367.59,2,0,2
2024-06-23,Europe Central,2,4770.07,2385.035,1,0,2
2024-06-23,North America West,1,2228.64,2228.64,1,0,1
2025-03-06,North America West,1,356.62,356.62,1,0,1
2025-03-06,North America East,1,4301.24,4301.24,1,0,1
2025-03-06,APAC,2,5132.87,2566.435,2,0,2
2025-03-06,Europe West,5,10523.36,2104.672,5,0,5
2024-11-04,North America East,1,1940.81,1940.81,1,0,1
2024-11-04,Europe Central,1,1216.45,1216.45,1,0,1
2024-11-04,North America West,1,686.42,686.42,1,0,1
2024-12-15,Europe Central,1,4664.35,4664.35,1,0,1
2024-12-15,North America East,3,8355.9,2785.2999999999997,3,0,3
2022-02-15,Europe West,3,10009.09,3336.3633333333328,3,0,3
2022-02-15,North America West,1,4030.35,4030.35,1,0,1
2022-02-15,North America East,1,663.02,663.02,0,0,1
2024-09-29,Europe Central,2,8478.99,4239.495,2,0,2
2024-09-29,North America West,1,3148.42,3148.42,1,0,1
2024-09-29,Europe West,1,750.9,750.9,0,0,1
2024-09-29,APAC,1,3354.31,3354.31,0,0,1
2022-04-05,Europe West,1,1395.67,1395.67,0,0,1
2022-04-05,APAC,1,1096.52,1096.52,1,0,1
2022-04-05,Europe Central,1,2765.2,2765.2,1,0,1
2023-12-29,North America West,1,4842.76,4842.76,1,0,1
2023-12-29,Europe Central,1,2782.12,2782.12,1,0,1
2023-12-29,North America East,1,3578.26,3578.26,1,0,1
2023-12-28,North America West,1,3192.07,3192.07,0,0,1
2023-12-28,APAC,1,4205.84,4205.84,1,0,1
2023-12-28,North America East,1,2230.54,2230.54,1,0,1
2023-12-28,Europe Central,2,4995.75,2497.875,2,0,2
2023-12-28,Europe West,2,5503.52,2751.76,2,0,2
2024-04-02,North America East,2,2083.73,1041.865,2,0,2
2024-04-02,Europe Central,2,5641.05,2820.525,1,1,2
2022-11-05,North America East,1,1588.53,1588.53,1,0,1
2022-11-05,APAC,1,4091.65,4091.65,1,0,1
2022-11-05,Europe Central,1,3953.56,3953.56,1,0,1
2022-11-05,North America West,2,9007.43,4503.715,2,0,2
2023-05-26,North America East,1,4801.05,4801.05,0,1,1
2023-05-26,Europe West,1,1099.03,1099.03,0,0,1
2023-12-14,Europe West,1,932.34,932.34,0,0,1
2023-12-14,North America West,1,323.35,323.35,1,0,1
2023-12-14,Europe Central,2,4859.71,2429.855,1,1,2
2023-09-18,North America West,1,2560.75,2560.75,0,1,1
2024-11-08,Europe West,3,8197.0399999999991,2732.3466666666664,3,0,3
2022-12-12,North America East,1,4001.07,4001.07,0,0,1
2022-12-12,North America West,2,5585.6799999999994,2792.8399999999997,1,0,2
2022-02-14,Europe Central,1,3880.86,3880.86,0,0,1
2022-02-14,North America East,1,2709.9,2709.9,1,0,1
2022-02-14,North America West,1,4457.95,4457.95,1,0,1
2024-09-01,North America East,2,7001.02,3500.51,1,1,2
2024-09-01,Europe West,2,7349.6399999999994,3674.8199999999997,2,0,2
2024-09-01,North America West,1,1847.63,1847.63,0,0,1
2022-12-15,Europe Central,1,2977.72,2977.72,1,0,1
2022-12-15,Europe West,1,3110.89,3110.89,1,0,1
2022-12-15,North America East,2,4020.3199999999997,2010.1599999999999,1,0,2
2022-12-15,APAC,2,7187.1,3593.55,0,0,2
2022-06-02,APAC,1,3305.81,3305.81,1,0,1
2024-03-02,North America East,3,9247.68,3082.56,3,0,3
2024-03-02,Europe West,1,1428.67,1428.67,1,0,1
2024-03-02,Europe Central,4,12184.970000000001,3046.2425000000003,2,2,4
2023-03-26,North America East,1,184.89,184.89,1,0,1
2023-03-26,Europe Central,2,8672.02,4336.01,1,0,2
2023-03-26,North America West,2,5708.38,2854.19,1,1,2
2023-01-30,Europe Central,1,3803.53,3803.53,0,0,1
2023-01-30,North America West,1,3848.13,3848.13,0,1,1
2023-01-30,North America East,1,163.61,163.61,1,0,1
2024-05-18,North America East,1,2543.85,2543.85,1,0,1
2023-03-03,North America West,1,3725.63,3725.63,1,0,1
2023-03-03,Europe Central,2,4515.15,2257.575,2,0,2
2022-09-21,APAC,1,558.88,558.88,1,0,1
2022-09-21,Europe West,3,8105.23,2701.7433333333333,1,1,3
2024-06-01,North America East,3,6987.7,2329.2333333333331,3,0,3
2024-06-01,Europe Central,2,5412.5599999999995,2706.2799999999997,2,0,2
2024-06-01,APAC,1,2938.71,2938.71,0,1,1
2024-12-10,Europe Central,2,6423.94,3211.9700000000003,2,0,2
2024-12-10,Europe West,1,473.14,473.14,1,0,1
2022-01-28,APAC,3,12397.64,4132.5466666666671,3,0,3
2022-01-28,North America East,1,3049.46,3049.46,1,0,1
2022-01-28,Europe West,1,935.7,935.7,1,0,1
2024-01-04,North America West,1,2197.93,2197.93,1,0,1
2024-01-04,Europe West,1,460.69,460.69,1,0,1
2024-01-04,North America East,2,2792.32,1396.16,1,1,2
2024-01-04,APAC,2,3004.29,1502.145,2,0,2
2024-01-04,Europe Central,3,10592.76,3530.92,3,0,3
2023-11-21,North America East,1,2990.73,2990.73,1,0,1
2023-11-21,Europe West,1,99.66,99.66,1,0,1
2023-11-21,Europe Central,2,4568.08,2284.04,1,0,2
2023-11-21,North America West,2,6833.7199999999993,3416.8599999999997,2,0,2
2022-11-08,Europe Central,2,3195.83,1597.915,2,0,2
2022-11-08,Europe West,1,2482.29,2482.29,1,0,1
2022-11-08,North America East,1,121.71,121.71,1,0,1
2024-01-28,Europe Central,2,5030.84,2515.42,1,0,2
2024-01-28,North America East,1,4832.93,4832.93,0,0,1
2024-01-28,Europe West,1,706.27,706.27,0,1,1
2022-06-20,North America West,1,1671.88,1671.88,1,0,1
2022-06-20,Europe West,1,3155.1,3155.1,1,0,1
2022-06-20,APAC,2,3043.34,1521.67,2,0,2
2022-06-20,North America East,3,10424.65,3474.8833333333332,2,1,3
2023-12-03,North America East,1,1262.58,1262.58,1,0,1
2023-12-03,Europe Central,1,1391.85,1391.85,1,0,1
2023-12-03,Europe West,1,4401.03,4401.03,1,0,1
2022-05-17,North America East,1,2071.43,2071.43,1,0,1
2022-05-16,APAC,1,2398.51,2398.51,1,0,1
2022-05-16,Europe Central,1,515.23,515.23,0,1,1
2022-05-16,North America East,2,9019.71,4509.855,1,1,2
2022-08-16,North America West,1,880.96,880.96,1,0,1
2022-08-16,Europe Central,1,3290.81,3290.81,1,0,1
2022-08-16,Europe West,1,807.46,807.46,1,0,1
2022-08-16,North America East,3,8635.48,2878.4933333333329,2,0,3
2023-05-24,North America West,2,5039.63,2519.815,1,1,2
2023-05-24,Europe Central,1,3838.48,3838.48,1,0,1
2023-05-24,Europe West,1,4015.13,4015.13,1,0,1
2022-12-11,Europe West,2,3994.67,1997.335,2,0,2
2022-01-22,North America East,2,2031.37,1015.685,2,0,2
2022-01-22,Europe Central,1,4190.5,4190.5,1,0,1
2022-01-22,Europe West,3,10123.71,3374.5699999999997,1,2,3
2023-12-02,North America East,4,11614.99,2903.7475,3,0,4
2023-12-02,North America West,1,4130.25,4130.25,1,0,1
2022-08-13,APAC,1,3871.9,3871.9,0,0,1
2022-08-13,Europe West,2,8565.5299999999988,4282.7649999999994,2,0,2
2022-08-13,North America West,2,1278.8,639.4,2,0,2
2023-08-23,North America West,1,3912.84,3912.84,1,0,1
2023-08-23,APAC,1,4306.85,4306.85,1,0,1
2023-08-23,North America East,2,1634.09,817.045,2,0,2
2024-11-01,North America East,1,2820.34,2820.34,0,0,1
2024-11-01,North America West,1,1547.04,1547.04,1,0,1
2024-11-01,Europe Central,1,3782.84,3782.84,1,0,1
2024-11-01,Europe West,1,892.34,892.34,1,0,1
2023-03-08,Europe Central,1,3321.39,3321.39,1,0,1
2023-03-08,APAC,1,4206.97,4206.97,0,0,1
2023-01-17,North America East,1,3320.27,3320.27,1,0,1
2023-01-17,North America West,1,1735.28,1735.28,1,0,1
2023-01-17,Europe Central,3,9847.61,3282.5366666666664,2,0,3
2022-07-03,APAC,1,2787.69,2787.69,0,1,1
2022-07-03,Europe West,2,6889.73,3444.865,2,0,2
2024-04-10,APAC,1,3787.41,3787.41,1,0,1
2024-04-10,North America West,1,1880.13,1880.13,1,0,1
2024-04-10,Europe West,2,2109.66,1054.83,2,0,2
2024-04-10,North America East,2,5071.38,2535.69,1,1,2
2024-02-11,North America West,2,4536.66,2268.33,2,0,2
2024-02-11,Europe West,4,14833.71,3708.4275000000002,2,0,4
2024-02-11,APAC,1,4965.98,4965.98,1,0,1
2023-03-06,North America West,2,9441.7,4720.85,2,0,2
2022-12-13,North America East,1,892.93,892.93,1,0,1
2023-02-14,APAC,3,8210.2799999999988,2736.7599999999998,3,0,3
2023-02-14,Europe Central,1,1227.33,1227.33,1,0,1
2023-05-20,North America East,2,4136.46,2068.23,1,0,2
2023-05-20,North America West,1,1431.61,1431.61,1,0,1
2023-05-20,Europe West,1,2412.45,2412.45,1,0,1
2023-05-20,APAC,1,3997.73,3997.73,1,0,1
2023-04-18,APAC,1,3331.05,3331.05,0,1,1
2023-04-18,Europe Central,1,1402.09,1402.09,1,0,1
2023-04-18,Europe West,2,6326.89,3163.445,1,1,2
2023-04-18,North America East,2,3088.9300000000003,1544.4650000000001,0,0,2
2023-04-18,North America West,4,10026.070000000002,2506.5175,4,0,4
2022-03-17,North America East,2,6413.16,3206.58,2,0,2
2022-03-17,Europe Central,1,2018.49,2018.49,1,0,1
2022-03-17,Europe West,1,3704.36,3704.36,1,0,1
2024-06-28,Europe Central,1,3179.64,3179.64,1,0,1
2024-12-16,North America East,3,8657.25,2885.75,3,0,3
2024-12-16,Europe Central,1,4807.42,4807.42,1,0,1
2024-12-16,Europe West,1,961.2,961.2,1,0,1
2024-01-03,Europe West,1,129,129,1,0,1
2024-01-03,North America East,1,3639.3,3639.3,1,0,1
2024-01-03,North America West,2,2985.87,1492.935,1,1,2
2024-01-03,Europe Central,2,3354.68,1677.34,2,0,2
2022-07-13,North America East,1,4452.86,4452.86,1,0,1
2022-07-13,North America West,1,816.02,816.02,1,0,1
2022-07-13,APAC,1,4762.47,4762.47,1,0,1
2022-07-13,Europe Central,2,8181.63,4090.815,2,0,2
2022-05-12,North America East,1,4962.25,4962.25,1,0,1
2022-05-12,APAC,1,3901.59,3901.59,1,0,1
2022-05-12,North America West,4,13058.14,3264.535,3,0,4
2022-05-12,Europe West,2,4760.25,2380.125,2,0,2
2023-09-16,North America East,2,5235.35,2617.675,1,0,2
2023-09-16,Europe Central,3,10162.25,3387.4166666666665,3,0,3
2023-09-16,Europe West,1,2329.63,2329.63,0,0,1
2022-11-02,North America West,2,4673.1,2336.55,2,0,2
2022-11-02,North America East,1,4042.99,4042.99,1,0,1
2023-08-08,Europe West,1,3911.83,3911.83,0,1,1
2023-08-08,North America West,2,4950.4000000000005,2475.2000000000003,2,0,2
2023-08-08,APAC,2,4875,2437.5,2,0,2
2022-06-24,APAC,2,5268.6,2634.3,1,0,2
2022-06-24,North America East,1,4714.91,4714.91,1,0,1
2022-06-24,North America West,1,4618.01,4618.01,1,0,1
2024-01-27,North America East,2,4929.99,2464.995,0,2,2
2024-01-27,North America West,3,11427.59,3809.1966666666667,2,0,3
2024-01-27,Europe Central,1,2173.04,2173.04,1,0,1
2024-01-27,Europe West,1,2433.61,2433.61,1,0,1
2024-01-20,Europe Central,1,4020.01,4020.01,1,0,1
2024-01-20,North America East,1,1685.63,1685.63,0,0,1
2024-01-20,North America West,2,4348.07,2174.035,0,1,2
2024-01-20,Europe West,2,4344.19,2172.0950000000003,0,1,2
2025-01-12,APAC,1,2842.02,2842.02,1,0,1
2025-01-12,North America East,1,4865.8,4865.8,1,0,1
2025-01-12,North America West,2,6383.45,3191.725,2,0,2
2024-05-14,North America East,3,7070.92,2356.9733333333334,2,1,3
2024-05-14,North America West,1,2887.32,2887.32,1,0,1
2024-05-14,Europe West,1,2626.98,2626.98,1,0,1
2022-09-05,North America West,1,4093.18,4093.18,1,0,1
2022-09-05,North America East,1,4439.3,4439.3,1,0,1
2022-09-05,Europe West,2,5973.2,2986.6,2,0,2
2022-09-05,Europe Central,2,1434.54,717.27,0,2,2
2024-12-06,North America East,1,4116.72,4116.72,1,0,1
2024-12-06,APAC,1,1848.65,1848.65,1,0,1
2024-12-06,Europe West,1,1914.83,1914.83,0,0,1
2024-12-06,North America West,2,7400.67,3700.335,2,0,2
2023-05-09,North America East,3,5677.66,1892.5533333333333,2,0,3
2023-05-09,North America West,2,6180.04,3090.02,2,0,2
2023-05-09,Europe West,1,2518.68,2518.68,1,0,1
2024-08-05,North America West,1,2673.65,2673.65,0,0,1
2024-08-05,Europe West,1,3243.29,3243.29,0,0,1
2025-04-08,North America West,1,1224.23,1224.23,1,0,1
2025-04-08,North America East,1,2217.31,2217.31,0,1,1
2022-11-14,North America East,1,1707.27,1707.27,1,0,1
2022-11-14,Europe Central,2,4788.01,2394.005,1,0,2
2022-11-14,APAC,2,1144.23,572.115,2,0,2
2023-04-19,North America East,1,3365.1,3365.1,1,0,1
2023-04-19,APAC,1,2346.29,2346.29,1,0,1
2023-04-19,North America West,2,2393.15,1196.575,1,0,2
2024-01-05,Europe Central,1,2426.42,2426.42,1,0,1
2024-01-05,APAC,1,4070.41,4070.41,1,0,1
2024-01-05,Europe West,1,2042.07,2042.07,1,0,1
2024-01-05,North America East,1,2052.9,2052.9,1,0,1
2024-01-05,North America West,2,4275.7699999999995,2137.8849999999998,1,0,1
2025-02-20,Europe Central,3,5242.4,1747.4666666666667,2,0,3
2025-02-20,North America West,1,1129.94,1129.94,1,0,1
2025-02-20,APAC,2,7506.99,3753.495,2,0,2
2025-02-20,North America East,2,3254.8,1627.4,1,0,2
2022-10-18,Europe Central,1,2554.89,2554.89,1,0,1
2022-10-18,North America West,1,2654.21,2654.21,1,0,1
2022-10-18,North America East,3,9842.08,3280.6933333333336,3,0,3
2025-01-17,Europe Central,2,5190.7,2595.35,1,1,2
2025-01-17,North America West,2,4759.93,2379.965,2,0,2
2025-01-17,North America East,1,1763.16,1763.16,0,0,1
2025-02-26,APAC,1,1412.81,1412.81,0,0,1
2025-02-26,Europe West,1,828.42,828.42,1,0,1
2025-02-26,Europe Central,4,11432.23,2858.0575,1,0,4
2022-04-11,APAC,1,2728.83,2728.83,1,0,1
2022-04-11,North America East,1,1419.21,1419.21,1,0,1
2022-04-11,Europe Central,3,6684.3600000000006,2228.12,3,0,3
2022-10-05,Europe West,1,1828.11,1828.11,1,0,1
2022-10-05,North America East,1,3061.54,3061.54,1,0,1
2024-05-12,Europe Central,2,5664.6299999999992,2832.3149999999996,2,0,2
2024-05-12,APAC,1,703.87,703.87,1,0,1
2024-05-12,Europe West,1,360.12,360.12,1,0,1
2024-05-12,North America West,1,1708.11,1708.11,1,0,1
2024-05-12,North America East,1,284.08,284.08,1,0,1
2023-02-05,North America West,2,6646.66,3323.33,1,0,2
2023-10-07,North America West,1,1897.91,1897.91,1,0,1
2023-10-07,North America East,2,3604.3199999999997,1802.1599999999999,1,1,2
2023-10-07,APAC,2,8715.42,4357.71,2,0,2
2023-04-13,North America East,3,10950.800000000001,3650.2666666666669,3,0,3
2023-04-13,APAC,1,4102.84,4102.84,0,1,1
2024-06-03,Europe West,1,1039.95,1039.95,0,0,1
2024-06-03,North America West,1,4942.18,4942.18,0,0,1
2024-06-03,North America East,1,2661.37,2661.37,1,0,1
2024-06-03,Europe Central,2,3381.14,1690.57,1,0,2
2022-07-11,North America West,2,6573.45,3286.725,2,0,2
2023-08-04,Europe Central,1,1345.97,1345.97,1,0,1
2023-08-04,APAC,2,3283.74,1641.87,1,0,2
2023-08-04,Europe West,2,7883.09,3941.545,2,0,2
2022-09-01,North America West,2,3387.7299999999996,1693.865,2,0,2
2022-09-01,North America East,1,1325.88,1325.88,1,0,1
2022-09-01,APAC,1,4031.92,4031.92,1,0,1
2023-04-14,Europe West,1,2165.36,2165.36,0,0,1
2023-04-14,North America West,2,4096.2699999999995,2048.1349999999998,2,0,2
2022-05-13,APAC,1,1919.86,1919.86,1,0,1
2022-05-13,Europe Central,1,3435.37,3435.37,1,0,1
2022-05-13,Europe West,2,4653.89,2326.945,1,1,2
2024-09-06,APAC,1,2903.45,2903.45,1,0,1
2024-09-06,North America West,2,1079.5900000000001,539.79500000000007,2,0,2
2024-09-06,Europe West,3,7915.9,2638.6333333333332,3,0,3
2024-09-06,North America East,4,4864.91,1216.2275,3,0,4
2022-05-18,Europe West,1,1384.33,1384.33,0,1,1
2022-05-18,North America West,1,2513.47,2513.47,0,0,1
2022-05-18,Europe Central,1,467.86,467.86,1,0,1
2022-05-18,APAC,1,1422.13,1422.13,1,0,1
2022-05-18,North America East,2,4435.74,2217.87,2,0,2
2022-08-15,North America West,2,6092.67,3046.335,1,1,2
2022-08-15,APAC,2,3668.45,1834.225,1,1,2
2022-09-22,APAC,2,5791.92,2895.96,1,0,2
2022-09-22,North America West,1,3258.86,3258.86,1,0,1
2022-09-22,North America East,3,1975.27,658.4233333333334,1,2,3
2024-06-24,North America West,1,3820.83,3820.83,0,0,1
2024-06-24,North America East,1,1207.08,1207.08,1,0,1
2024-06-24,Europe Central,1,1090.87,1090.87,1,0,1
2024-05-19,APAC,1,803.9,803.9,1,0,1
2024-05-19,North America West,1,3179.36,3179.36,1,0,1
2024-05-19,Europe West,2,9001.8,4500.9,2,0,2
2024-05-19,North America East,4,10040.989999999998,2510.2474999999995,4,0,4
2023-08-11,North America West,2,2040.33,1020.165,1,0,2
2023-08-11,Europe Central,1,1433.53,1433.53,1,0,1
2023-08-11,North America East,1,1443.33,1443.33,1,0,1
2023-08-11,APAC,1,3825.98,3825.98,1,0,1
2024-12-17,Europe Central,1,4254.15,4254.15,1,0,1
2024-12-17,North America West,1,1326.71,1326.71,1,0,1
2024-12-17,North America East,3,8737.76,2912.586666666667,2,1,3
2023-05-07,APAC,1,3814.4,3814.4,1,0,1
2023-05-07,Europe West,1,3465.81,3465.81,0,0,1
2023-05-07,North America East,3,3166.75,1055.5833333333333,2,0,2
2025-01-13,North America West,1,2398.94,2398.94,1,0,1
