transaction_date,country,transaction_count,total_amount_usd_equivalent,average_transaction_amount,successful_transactions,failed_transactions,unique_users
2024-12-16,UK,1,961.2,961.2,1,0,1
2024-12-16,Canada,2,6688.51,3344.255,2,0,2
2024-05-16,Germany,2,4727.6900000000005,2363.8450000000003,2,0,2
2024-11-20,Japan,1,867.46,867.46,0,0,1
2022-09-24,UK,1,3979.02,3979.02,1,0,1
2022-09-24,Canada,1,2693.73,2693.73,1,0,1
2022-09-24,Australia,1,62.2,62.2,1,0,1
2022-09-24,Germany,3,10863.55,3621.1833333333329,3,0,3
2023-02-17,France,2,6195.09,3097.545,2,0,2
2024-02-08,Canada,1,691.29,691.29,1,0,1
2024-02-08,Germany,1,1469.98,1469.98,1,0,1
2023-04-03,France,1,4339.5,4339.5,1,0,1
2024-05-15,UK,1,3091.57,3091.57,0,0,1
2024-05-15,USA,1,72.32,72.32,1,0,1
2024-05-15,Canada,1,2510.09,2510.09,1,0,1
2024-05-15,Australia,1,2476.93,2476.93,1,0,1
2024-05-15,Japan,1,175.32,175.32,1,0,1
2024-05-15,France,2,8916.89,4458.445,1,0,2
2022-05-15,USA,1,4789.73,4789.73,1,0,1
2022-05-15,Canada,1,1999.46,1999.46,1,0,1
2022-05-15,Australia,2,1819.4,909.7,1,0,2
2022-04-25,Australia,2,680.67000000000007,340.33500000000004,0,0,2
2022-04-25,Japan,1,511.39,511.39,1,0,1
2025-03-20,UK,1,2350.9,2350.9,0,1,1
2025-03-20,Germany,1,2739.39,2739.39,0,0,1
2025-03-20,Australia,1,3475.82,3475.82,1,0,1
2025-03-20,USA,2,3042.07,1521.035,2,0,2
2023-07-20,Germany,1,4467.4,4467.4,1,0,1
2023-07-20,Australia,1,3602.46,3602.46,1,0,1
2022-08-18,Australia,1,1435.65,1435.65,1,0,1
2022-08-18,USA,1,3474.8,3474.8,1,0,1
2022-08-18,UK,1,228.39,228.39,0,1,1
2022-08-18,Canada,3,5833.27,1944.4233333333334,1,1,3
2024-04-24,Japan,1,2307.84,2307.84,1,0,1
2024-04-24,UK,1,4874.21,4874.21,0,0,1
2024-04-24,USA,1,4553.64,4553.64,0,0,1
2024-04-24,France,2,8831.369999999999,4415.6849999999995,2,0,2
2024-04-24,Australia,2,6310.8099999999995,3155.4049999999997,1,0,2
2025-02-23,Canada,1,2698.05,2698.05,0,1,1
2025-02-23,Japan,1,4545.19,4545.19,0,1,1
2025-02-23,USA,1,4244.12,4244.12,1,0,1
2025-02-23,France,1,2267.83,2267.83,1,0,1
2025-02-23,UK,2,6158.64,3079.32,2,0,2
2023-10-20,France,1,1525.37,1525.37,0,0,1
2023-10-20,Japan,1,3924.4,3924.4,0,0,1
2023-10-20,Germany,1,3607.19,3607.19,1,0,1
2023-10-20,Canada,1,2776.58,2776.58,1,0,1
2023-08-30,USA,1,3879.35,3879.35,0,0,1
2023-08-30,Germany,2,3868.08,1934.04,1,0,2
2022-02-25,Japan,1,4253.56,4253.56,1,0,1
2022-02-25,Australia,1,1260.86,1260.86,0,0,1
2022-02-25,USA,1,3465.08,3465.08,1,0,1
2022-02-25,UK,1,3375.92,3375.92,1,0,1
2022-02-25,France,1,4836,4836,1,0,1
2022-02-25,Germany,3,5692.6,1897.5333333333333,1,1,3
2023-02-15,Australia,1,3963.3,3963.3,1,0,1
2024-05-18,USA,1,2543.85,2543.85,1,0,1
2022-02-12,UK,1,2566.26,2566.26,1,0,1
2022-02-12,Germany,2,4207.74,2103.87,2,0,2
2022-02-12,USA,2,8644.7899999999991,4322.3949999999995,2,0,2
2022-02-12,Canada,3,6427.68,2142.56,3,0,3
2022-07-08,Australia,1,2939.95,2939.95,1,0,1
2022-07-08,Germany,1,2117.21,2117.21,0,0,1
2022-07-08,USA,2,8775.77,4387.885,2,0,2
2024-08-16,Germany,1,3426.94,3426.94,0,0,1
2024-08-16,USA,1,4421.56,4421.56,0,0,1
2024-08-16,Canada,1,2698.81,2698.81,1,0,1
2024-08-16,UK,1,3546.6,3546.6,1,0,1
2024-08-16,Japan,1,3052.97,3052.97,1,0,1
2024-08-16,France,3,9191.05,3063.6833333333334,2,1,3
2022-06-14,Germany,1,4353.92,4353.92,1,0,1
2022-06-14,Japan,1,2135.08,2135.08,1,0,1
2022-06-14,Canada,1,3075.25,3075.25,1,0,1
2022-06-14,USA,1,1512.22,1512.22,1,0,1
2024-07-22,Japan,1,3572.51,3572.51,1,0,1
2022-12-19,Canada,1,2086.21,2086.21,1,0,1
2022-12-19,Australia,2,6948.0300000000007,3474.0150000000003,2,0,2
2022-12-19,Germany,2,7925.6399999999994,3962.8199999999997,2,0,2
2022-12-19,USA,2,7218.28,3609.14,0,1,2
2024-12-07,Japan,1,3625.07,3625.07,1,0,1
2024-12-07,Germany,1,3882.92,3882.92,1,0,1
2022-03-23,USA,1,1436.09,1436.09,1,0,1
2022-03-23,Japan,1,3827.62,3827.62,0,0,1
2022-03-23,Canada,1,2067.58,2067.58,1,0,1
2022-03-23,Australia,2,7543.49,3771.745,0,1,2
2023-07-30,Japan,1,3368.21,3368.21,0,0,1
2023-07-30,Germany,1,4633.43,4633.43,1,0,1
2023-07-30,Canada,2,4351.41,2175.705,1,0,2
2023-07-30,France,2,1309.49,654.745,1,1,2
2023-01-09,Australia,1,115.12,115.12,1,0,1
2023-01-09,Japan,1,2872.45,2872.45,1,0,1
2023-06-17,Canada,1,1090,1090,1,0,1
2023-06-17,Germany,1,4648.11,4648.11,1,0,1
2023-06-17,USA,2,6674.02,3337.01,1,0,2
2024-07-01,UK,1,3509.71,3509.71,1,0,1
2024-07-01,Japan,1,3337.35,3337.35,0,1,1
2024-07-01,USA,1,3518.41,3518.41,0,1,1
2024-07-01,Canada,2,7166.27,3583.135,0,2,2
2022-12-12,USA,1,854.86,854.86,0,0,1
2022-12-12,Canada,1,4001.07,4001.07,0,0,1
2022-12-12,Japan,1,4730.82,4730.82,1,0,1
2023-07-24,USA,1,3200.65,3200.65,1,0,1
2023-07-24,Germany,2,5732.11,2866.055,1,0,2
2023-12-27,Canada,1,3587.47,3587.47,1,0,1
2023-12-27,France,1,1756.67,1756.67,0,1,1
2023-05-12,France,1,1594.62,1594.62,0,0,1
2023-05-12,Australia,1,331.37,331.37,1,0,1
2023-05-12,USA,1,3411.19,3411.19,1,0,1
2023-05-12,UK,1,4020.94,4020.94,1,0,1
2023-05-12,Canada,1,3246.89,3246.89,1,0,1
2023-05-12,Germany,2,4607.13,2303.565,2,0,2
2022-09-26,UK,1,1805,1805,0,1,1
2022-09-26,France,1,3354.33,3354.33,0,0,1
2022-09-26,Canada,3,4999.53,1666.51,1,0,3
2022-03-19,Australia,1,2289.37,2289.37,0,0,1
2022-03-19,France,1,3656.03,3656.03,0,0,1
2022-03-19,Japan,1,1530.9,1530.9,1,0,1
2022-08-02,France,1,452.24,452.24,1,0,1
2022-08-02,Germany,1,3887.61,3887.61,1,0,1
2022-08-02,Australia,1,1897.38,1897.38,1,0,1
2024-08-19,USA,1,4234.72,4234.72,1,0,1
2024-08-19,France,1,1231.3,1231.3,1,0,1
2024-12-10,France,2,6423.94,3211.9700000000003,2,0,2
2024-12-10,Germany,1,473.14,473.14,1,0,1
2023-11-03,UK,1,3954.75,3954.75,1,0,1
2023-11-03,USA,1,2228.08,2228.08,1,0,1
2023-11-03,Canada,1,1472.22,1472.22,1,0,1
2023-11-03,Australia,1,557.2,557.2,1,0,1
2023-01-28,USA,1,3233.22,3233.22,1,0,1
2023-01-28,Japan,1,3337.05,3337.05,1,0,1
2023-01-28,Australia,1,272.49,272.49,0,1,1
2024-02-19,France,1,4246.03,4246.03,0,1,1
2024-02-19,Germany,1,4119.28,4119.28,1,0,1
2023-07-26,Canada,1,2259.78,2259.78,0,1,1
2023-07-26,France,1,4812.65,4812.65,0,0,1
2023-07-26,Japan,1,1384.8,1384.8,1,0,1
2023-07-26,Germany,1,3417.46,3417.46,1,0,1
2023-07-26,USA,3,3967.24,1322.4133333333334,3,0,3
2023-03-27,France,2,4375.53,2187.765,1,0,2
2024-02-24,USA,1,1566.07,1566.07,1,0,1
2024-02-24,UK,1,4428.69,4428.69,0,0,1
2024-02-24,France,1,188.43,188.43,1,0,1
2024-02-24,Japan,3,11677.86,3892.62,1,1,3
2023-01-24,USA,1,4027.35,4027.35,1,0,1
2023-01-24,Australia,1,4714.94,4714.94,0,0,1
2023-01-24,Germany,2,7275.47,3637.735,2,0,2
2024-03-03,UK,1,712.12,712.12,1,0,1
2024-03-03,Australia,2,3847.01,1923.505,1,1,2
2024-11-14,Japan,1,1404.88,1404.88,1,0,1
2024-11-14,USA,1,1556.85,1556.85,1,0,1
2024-11-14,Germany,1,776.71,776.71,1,0,1
2023-09-05,Japan,2,6258.35,3129.175,2,0,2
2024-03-20,Japan,1,3448.37,3448.37,1,0,1
2024-03-20,UK,1,68.28,68.28,1,0,1
2024-03-20,Australia,1,3036.09,3036.09,1,0,1
2024-03-20,France,1,2254.51,2254.51,1,0,1
2024-03-20,Germany,4,10098.89,2524.7225,4,0,4
2022-07-07,Japan,1,4317.81,4317.81,1,0,1
2022-07-07,USA,1,1857.77,1857.77,1,0,1
2022-07-07,Canada,1,912.9,912.9,1,0,1
2022-07-07,Germany,1,4232.94,4232.94,1,0,1
2022-06-27,Japan,1,287.65,287.65,1,0,1
2022-06-27,USA,1,2598.28,2598.28,0,1,1
2022-06-27,UK,1,2949.62,2949.62,1,0,1
2022-06-27,Canada,3,8952.630000000001,2984.21,2,0,3
2022-06-27,France,2,4081.19,2040.595,2,0,2
2022-06-27,Germany,2,8869.05,4434.525,0,0,2
2022-07-02,Canada,1,3187.62,3187.62,1,0,1
2022-07-02,Germany,1,2224.66,2224.66,1,0,1
2022-07-02,Australia,1,227.17,227.17,1,0,1
2022-07-02,UK,1,3563.13,3563.13,1,0,1
2022-07-02,USA,2,3331.21,1665.605,2,0,2
2023-06-16,Australia,2,5312.43,2656.215,2,0,2
2023-06-16,USA,2,4293.1799999999994,2146.5899999999997,1,0,2
2025-02-16,France,2,7319.82,3659.91,2,0,2
2025-02-16,UK,1,390.8,390.8,1,0,1
2023-06-27,Japan,1,1202.29,1202.29,0,0,1
2023-06-27,USA,1,1443.8,1443.8,1,0,1
2023-06-27,Australia,1,543.76,543.76,1,0,1
2023-06-27,France,2,4702,2351,2,0,2
2023-02-27,Germany,1,4037.02,4037.02,1,0,1
2023-02-27,France,1,1876.13,1876.13,0,0,1
2024-12-08,Germany,1,1548.87,1548.87,1,0,1
2024-12-08,Canada,1,1390.23,1390.23,1,0,1
2024-12-08,USA,2,4243.13,2121.565,2,0,2
2025-01-20,France,1,1979.13,1979.13,0,0,1
2025-01-20,UK,1,3031.57,3031.57,1,0,1
2023-08-31,Germany,1,4491.49,4491.49,1,0,1
2023-08-31,Canada,1,3496.85,3496.85,1,0,1
2023-08-31,Australia,1,4045.55,4045.55,0,0,1
2025-02-02,Germany,1,1985.59,1985.59,1,0,1
2025-02-02,USA,1,86.63,86.63,1,0,1
2025-02-02,Japan,2,654.89,327.445,1,0,2
2022-08-20,USA,1,548.43,548.43,0,1,1
2022-08-20,Germany,1,4269.09,4269.09,1,0,1
2022-08-20,Australia,1,1275.97,1275.97,1,0,1
2022-08-20,France,1,3160.33,3160.33,1,0,1
2024-08-11,Japan,1,3453.47,3453.47,0,1,1
2024-08-11,Australia,1,2947.15,2947.15,1,0,1
2024-08-11,USA,1,306.56,306.56,1,0,1
2024-08-11,Germany,2,3241.01,1620.5049999999999,2,0,2
2024-09-11,UK,2,2971.0200000000004,1485.5100000000002,1,1,2
2024-09-11,USA,1,970.18,970.18,1,0,1
2025-03-14,Germany,1,4126.21,4126.21,1,0,1
2025-03-14,USA,3,6922.93,2307.6433333333334,3,0,3
2025-03-14,France,3,10880.5,3626.8333333333335,3,0,3
2022-02-26,France,1,2528.56,2528.56,1,0,1
2022-02-26,Germany,1,3283.29,3283.29,1,0,1
2022-09-19,Canada,1,4659.41,4659.41,1,0,1
2022-09-19,France,1,4386.16,4386.16,1,0,1
2022-09-19,USA,2,3647.8,1823.9,2,0,2
2025-01-21,USA,1,1656.24,1656.24,0,1,1
2025-01-21,France,1,1502.51,1502.51,1,0,1
2025-01-21,Germany,1,2027.09,2027.09,1,0,1
2023-06-01,USA,1,2861.17,2861.17,1,0,1
2023-06-01,France,1,4689.41,4689.41,0,0,1
2023-06-01,Canada,1,4068.91,4068.91,1,0,1
2023-06-01,Japan,1,3727.04,3727.04,1,0,1
2023-06-01,Germany,2,1913.72,956.86,1,1,2
2023-10-02,USA,1,3678.96,3678.96,1,0,1
2023-10-02,France,1,1768.3,1768.3,1,0,1
2023-10-02,Germany,1,4123.11,4123.11,1,0,1
2023-12-11,Australia,1,2468.01,2468.01,0,0,1
2023-12-11,Germany,1,173,173,0,0,1
2023-12-11,Japan,1,3805.96,3805.96,1,0,1
2023-12-11,France,1,4540.02,4540.02,1,0,1
2023-12-11,UK,1,3227.18,3227.18,1,0,1
2022-10-14,Germany,1,375.08,375.08,1,0,1
2022-10-14,Canada,1,2023.55,2023.55,1,0,1
2022-10-14,Australia,1,3547.85,3547.85,1,0,1
2022-10-14,Japan,1,527.7,527.7,1,0,1
2022-10-14,USA,3,3456.73,1152.2433333333333,3,0,3
2022-12-11,Germany,1,551.64,551.64,1,0,1
2022-12-11,UK,1,3443.03,3443.03,1,0,1
2024-04-20,France,1,3936.34,3936.34,1,0,1
2024-04-20,Canada,1,3624.84,3624.84,1,0,1
2024-01-21,Germany,2,3581.68,1790.8400000000001,2,0,1
2024-01-21,USA,2,5887.28,2943.64,2,0,2
2024-01-21,Canada,3,5170.9199999999992,1723.64,1,1,3
2024-09-20,UK,2,5205.4400000000005,2602.7200000000003,1,0,2
2024-09-20,Canada,1,2468.73,2468.73,1,0,1
2022-09-25,Japan,2,5179.45,2589.725,1,0,2
2022-09-25,USA,1,1322.2,1322.2,1,0,1
2022-09-25,France,1,4585.61,4585.61,1,0,1
2023-11-01,Japan,2,3889.62,1944.81,2,0,2
2023-11-01,France,1,1770.66,1770.66,0,0,1
2023-11-01,UK,1,1440.91,1440.91,1,0,1
2024-08-07,France,1,2562.12,2562.12,1,0,1
2024-08-07,Canada,1,2641.33,2641.33,1,0,1
2024-08-07,Germany,1,4404.67,4404.67,1,0,1
2024-08-07,UK,1,1826.91,1826.91,1,0,1
2024-02-22,Japan,1,4197.13,4197.13,1,0,1
2024-02-22,USA,3,10816.59,3605.53,2,0,3
2024-07-25,France,1,396.61,396.61,0,0,1
2024-07-25,Canada,1,1304.22,1304.22,1,0,1
2024-07-25,Germany,1,3790.71,3790.71,1,0,1
2024-07-25,UK,2,5534.7,2767.35,1,0,2
2024-07-25,Japan,4,5949.42,1487.355,3,0,4
2024-07-25,USA,4,11289.03,2822.2574999999997,4,0,4
2022-06-23,USA,1,2824.7,2824.7,1,0,1
2022-06-23,Japan,1,3099.06,3099.06,1,0,1
2022-06-23,Germany,3,8573.62,2857.8733333333334,1,2,3
2023-07-15,UK,1,2995.78,2995.78,1,0,1
2023-07-15,Australia,2,8158.55,4079.275,2,0,2
2023-07-15,USA,2,1684.5500000000002,842.27500000000009,2,0,2
2023-07-15,Canada,3,8218.8,2739.6,2,0,3
2025-02-14,UK,1,1337.46,1337.46,1,0,1
2025-02-14,Germany,1,3564.24,3564.24,1,0,1
2025-02-14,Japan,1,4610.93,4610.93,1,0,1
2025-02-14,France,1,542.15,542.15,0,1,1
2022-09-09,Japan,1,1856.24,1856.24,0,0,1
2022-09-09,France,1,327.72,327.72,1,0,1
2022-09-09,Germany,2,9780.84,4890.42,1,1,2
2023-06-18,Japan,2,8157.93,4078.965,1,1,2
2023-06-18,UK,1,1113.3,1113.3,0,0,1
2023-06-18,USA,1,3763.85,3763.85,0,0,1
2023-06-18,Canada,1,154.14,154.14,0,0,1
2024-03-31,Australia,1,89.93,89.93,1,0,1
2024-03-31,Canada,1,1720.24,1720.24,1,0,1
2024-03-31,Germany,1,3229.68,3229.68,0,1,1
2024-03-31,USA,1,3378.73,3378.73,0,1,1
2024-03-31,France,2,1763.65,881.825,2,0,2
2025-02-05,France,1,2478.49,2478.49,0,0,1
2024-12-05,USA,2,4197.27,2098.635,1,0,2
2024-12-05,Germany,4,8880.3100000000013,2220.0775,4,0,4
2024-12-05,Canada,1,1213.46,1213.46,0,0,1
2025-02-11,USA,1,3531.6,3531.6,1,0,1
2025-02-11,Canada,1,2243.11,2243.11,1,0,1
2023-06-21,France,1,3007.15,3007.15,1,0,1
2023-06-21,UK,1,4788.95,4788.95,1,0,1
2023-06-21,Canada,1,4094.99,4094.99,1,0,1
2023-06-26,Japan,1,4873.46,4873.46,0,0,1
2023-06-26,Australia,1,2841.53,2841.53,1,0,1
2023-06-26,UK,1,4547.76,4547.76,1,0,1
2023-06-26,USA,1,4536.07,4536.07,1,0,1
2023-06-26,Canada,1,2479.56,2479.56,0,0,1
2023-06-26,France,2,6930.18,3465.09,0,0,2
2024-02-26,Japan,1,157.21,157.21,1,0,1
2024-02-26,Australia,1,4951.03,4951.03,1,0,1
2024-02-26,Germany,1,173.13,173.13,1,0,1
2024-02-26,France,1,1813.04,1813.04,1,0,1
2024-02-26,UK,1,3082.63,3082.63,0,1,1
2024-02-26,USA,4,4898.87,1224.7175,3,1,4
2024-04-01,USA,1,410.7,410.7,0,0,1
2024-04-01,Japan,1,5.04,5.04,0,1,1
2024-04-01,Canada,2,851.48,425.74,2,0,2
2023-06-19,Japan,2,4605.62,2302.81,2,0,2
2023-06-19,France,1,2005.18,2005.18,0,0,1
2023-10-26,Japan,1,1020.43,1020.43,1,0,1
2023-10-26,Canada,1,2878.11,2878.11,1,0,1
2023-10-26,France,1,2481.29,2481.29,1,0,1
2023-10-26,USA,1,3572.55,3572.55,0,1,1
2023-10-26,Germany,1,3390.26,3390.26,0,1,1
2022-06-22,USA,1,47.53,47.53,1,0,1
2022-06-22,Germany,1,1379.71,1379.71,1,0,1
2022-06-22,Japan,2,2218.0699999999997,1109.0349999999999,1,1,2
2024-01-18,Japan,1,2730.65,2730.65,1,0,1
2024-01-18,Australia,1,2988.86,2988.86,1,0,1
2024-01-18,France,1,411.86,411.86,1,0,1
2024-01-18,USA,2,4083.99,2041.995,1,0,2
2024-01-18,Germany,2,5396.5099999999993,2698.2549999999997,1,1,2
2023-01-20,UK,1,543.73,543.73,1,0,1
2023-01-20,USA,1,4653.96,4653.96,1,0,1
2023-01-20,Australia,1,1511.99,1511.99,0,1,1
2024-07-05,Germany,1,371.82,371.82,0,1,1
2022-03-18,UK,1,660.78,660.78,1,0,1
2022-03-18,Japan,1,440.23,440.23,1,0,1
2022-03-18,Australia,1,2978.69,2978.69,1,0,1
2022-03-18,France,1,582.63,582.63,1,0,1
2024-07-09,Canada,1,1209.79,1209.79,1,0,1
2024-07-09,Australia,1,4577.84,4577.84,1,0,1
2024-07-09,France,1,2642.69,2642.69,1,0,1
2023-02-11,Australia,1,3555.05,3555.05,0,0,1
2023-02-11,Canada,1,1715.01,1715.01,1,0,1
2023-02-11,Germany,2,3233.8100000000004,1616.905,1,0,2
2023-02-11,Japan,3,8330.02,2776.6733333333332,3,0,3
2024-07-06,Japan,1,2995.14,2995.14,1,0,1
2024-07-06,France,2,5033.01,2516.505,2,0,2
2023-11-07,Australia,1,3309.86,3309.86,1,0,1
2023-11-07,Canada,1,4762.07,4762.07,1,0,1
2023-11-07,Japan,2,3311.1499999999996,1655.5749999999998,1,1,2
2022-05-17,Canada,1,2071.43,2071.43,1,0,1
2024-06-01,Australia,1,2938.71,2938.71,0,1,1
2024-06-01,Canada,1,2869.42,2869.42,1,0,1
2024-06-01,USA,2,4118.28,2059.14,2,0,2
2024-06-01,France,2,5412.5599999999995,2706.2799999999997,2,0,2
2022-09-22,USA,4,5234.13,1308.5325000000003,2,2,4
2022-09-22,Japan,1,3084.34,3084.34,0,0,1
2022-09-22,Australia,1,2707.58,2707.58,1,0,1
2023-02-02,Japan,1,3862.45,3862.45,1,0,1
2023-02-02,UK,1,4608.82,4608.82,1,0,1
2023-02-02,Germany,2,6607.4400000000005,3303.7200000000003,1,0,2
2023-02-02,Australia,2,2564.95,1282.475,2,0,2
2023-02-02,USA,2,3520.8199999999997,1760.4099999999999,2,0,2
2023-06-29,France,1,1959.98,1959.98,0,0,1
2023-06-29,UK,1,3034.56,3034.56,1,0,1
2024-12-12,Canada,2,3870.88,1935.44,1,1,2
2024-12-12,USA,1,1566.23,1566.23,1,0,1
2024-12-12,UK,1,4363.27,4363.27,1,0,1
2024-12-12,Japan,1,3879.5,3879.5,1,0,1
2022-11-04,Canada,1,784.72,784.72,0,0,1
2022-11-04,Germany,1,4177.58,4177.58,1,0,1
2022-11-04,France,1,4381.83,4381.83,1,0,1
2022-11-04,UK,1,4589.81,4589.81,1,0,1
2022-07-10,France,2,1121.93,560.965,1,0,2
2022-07-10,UK,5,8584.7200000000012,1716.944,4,1,5
2023-08-26,Japan,1,3427.83,3427.83,0,0,1
2023-08-26,Canada,1,181.95,181.95,1,0,1
2023-03-02,France,1,840.41,840.41,0,0,1
2023-03-02,Canada,1,4544.29,4544.29,1,0,1
2023-03-02,Australia,2,3612.96,1806.48,2,0,2
2023-03-02,USA,3,10649.35,3549.7833333333333,3,0,3
2024-06-19,USA,1,4867.25,4867.25,0,1,1
2022-11-20,France,1,1773.23,1773.23,1,0,1
2022-11-20,Germany,1,4659.63,4659.63,1,0,1
2022-11-20,Japan,2,4455.0599999999995,2227.5299999999997,2,0,2
2022-11-20,Australia,2,6565.93,3282.965,1,1,2
2023-06-28,UK,1,1710.3,1710.3,1,0,1
2023-06-28,France,1,4310.01,4310.01,1,0,1
2023-06-28,Japan,1,2551.65,2551.65,1,0,1
2023-06-28,Canada,1,1696.82,1696.82,1,0,1
2023-04-02,Germany,1,1693.16,1693.16,0,0,1
2023-04-02,USA,2,5012.12,2506.0600000000004,1,0,2
2023-04-02,Australia,2,1560.23,780.115,2,0,2
2024-02-29,UK,1,4390.89,4390.89,1,0,1
2024-02-29,Japan,1,1145.57,1145.57,1,0,1
2024-04-10,Canada,1,1563.28,1563.28,0,1,1
2024-04-10,Australia,1,3787.41,3787.41,1,0,1
2024-04-10,UK,2,2109.66,1054.83,2,0,2
2024-04-10,USA,2,5388.23,2694.115,2,0,2
2024-01-19,USA,2,4215.2,2107.6000000000004,2,0,2
2024-01-19,Canada,1,495.73,495.73,1,0,1
2024-01-19,Japan,1,4342.06,4342.06,1,0,1
2022-05-31,Germany,2,5261.51,2630.755,1,1,2
2022-05-31,USA,2,7946.78,3973.39,1,1,2
2022-05-31,Canada,1,3519.13,3519.13,1,0,1
2022-05-31,France,1,3764.58,3764.58,1,0,1
2024-03-15,Canada,1,4216.94,4216.94,0,1,1
2024-03-15,Australia,1,872.98,872.98,0,1,1
2024-03-15,France,1,4350.52,4350.52,1,0,1
2023-04-28,Germany,2,1893.71,946.855,1,1,2
2023-04-28,France,1,937.3,937.3,1,0,1
2023-04-28,UK,1,1151.46,1151.46,1,0,1
2022-02-15,Canada,1,663.02,663.02,0,0,1
2022-02-15,Germany,1,4440.95,4440.95,1,0,1
2022-02-15,USA,1,4030.35,4030.35,1,0,1
2022-02-15,UK,2,5568.1399999999994,2784.0699999999997,2,0,2
2022-06-24,Australia,2,5268.6,2634.3,1,0,2
2022-06-24,Canada,1,4714.91,4714.91,1,0,1
2022-06-24,Japan,1,4618.01,4618.01,1,0,1
2023-12-08,UK,1,4013.91,4013.91,0,0,1
2023-12-08,Japan,1,3205.26,3205.26,0,0,1
2023-12-08,USA,1,4730.68,4730.68,0,1,1
2023-12-08,Australia,1,1480.4,1480.4,1,0,1
2024-03-11,Japan,1,3322.65,3322.65,1,0,1
2024-03-11,UK,1,4828.22,4828.22,1,0,1
2024-03-11,France,1,2868.76,2868.76,1,0,1
2024-09-28,USA,1,3413.48,3413.48,0,0,1
2024-09-28,Canada,1,2199.91,2199.91,1,0,1
2024-09-28,France,1,3499.61,3499.61,1,0,1
2023-01-25,USA,1,4175.01,4175.01,1,0,1
2023-01-25,Canada,1,2340.25,2340.25,1,0,1
2022-06-20,USA,1,4702.5,4702.5,1,0,1
2022-06-20,Japan,1,1671.88,1671.88,1,0,1
2022-06-20,Germany,1,3155.1,3155.1,1,0,1
2022-06-20,Canada,2,5722.15,2861.075,1,1,2
2022-06-20,Australia,2,3043.34,1521.67,2,0,2
2022-01-18,Germany,1,1952.97,1952.97,1,0,1
2022-01-18,Canada,1,2880.24,2880.24,1,0,1
2022-09-06,UK,1,2788.13,2788.13,1,0,1
2022-09-06,Canada,1,4670.63,4670.63,1,0,1
2022-11-09,Australia,1,53.19,53.19,1,0,1
2022-11-09,Japan,1,4608.39,4608.39,1,0,1
2022-11-09,Germany,1,4812.52,4812.52,1,0,1
2022-11-09,Canada,1,4863.31,4863.31,1,0,1
2023-05-06,Japan,1,4259.15,4259.15,0,1,1
2023-05-06,USA,1,4035.58,4035.58,0,0,1
2023-05-06,Germany,1,103.2,103.2,1,0,1
2023-05-06,Canada,1,3942,3942,1,0,1
2022-01-22,Canada,1,1774.32,1774.32,1,0,1
2022-01-22,USA,1,257.05,257.05,1,0,1
2022-01-22,France,1,4190.5,4190.5,1,0,1
2022-01-22,Germany,1,4857.85,4857.85,1,0,1
2022-01-22,UK,2,5265.86,2632.93,0,2,2
2024-05-10,USA,1,4953.36,4953.36,1,0,1
2024-05-04,Japan,2,3455.6099999999997,1727.8049999999998,1,0,2
2024-05-04,UK,1,267.92,267.92,1,0,1
2024-02-25,Canada,2,6122.76,3061.38,2,0,2
2024-02-25,France,1,4735.38,4735.38,1,0,1
2024-02-25,Germany,1,1480.33,1480.33,1,0,1
2024-02-25,USA,1,2594.02,2594.02,0,0,1
2022-09-23,Canada,2,5581.32,2790.66,2,0,2
2022-09-23,USA,1,1112.02,1112.02,0,1,1
2022-09-23,Japan,1,1339.33,1339.33,1,0,1
2022-09-23,France,1,3017.03,3017.03,1,0,1
2022-09-23,Australia,1,578.19,578.19,1,0,1
2022-09-27,UK,1,1175.38,1175.38,1,0,1
2022-09-27,France,1,2861.74,2861.74,1,0,1
2022-09-27,Germany,1,4530.08,4530.08,1,0,1
2023-03-25,USA,1,3144.28,3144.28,1,0,1
2023-03-25,Japan,1,1383.24,1383.24,1,0,1
2023-03-25,France,1,3301.48,3301.48,1,0,1
2025-01-05,Japan,1,2633.51,2633.51,1,0,1
2025-01-05,Canada,1,4583.12,4583.12,1,0,1
2023-10-29,Australia,2,3921.47,1960.735,1,1,2
2023-10-29,USA,3,5994.18,1998.06,1,2,3
2022-04-22,Canada,1,4143.94,4143.94,1,0,1
2022-04-22,UK,1,3005.66,3005.66,1,0,1
2022-04-22,USA,2,6142.56,3071.2799999999997,0,1,2
2022-12-02,Canada,1,655.76,655.76,1,0,1
2022-12-02,USA,1,4548.2,4548.2,1,0,1
2022-12-02,France,2,5394.16,2697.08,2,0,2
2024-01-22,Japan,1,910.14,910.14,1,0,1
2024-01-22,Australia,1,4203.47,4203.47,1,0,1
2024-01-22,France,1,2802.9,2802.9,1,0,1
2024-01-22,UK,1,1171.63,1171.63,1,0,1
2024-01-22,USA,2,9114.89,4557.445,1,0,2
2024-01-22,Canada,2,6104.74,3052.37,2,0,2
2025-03-23,Australia,1,1418.47,1418.47,1,0,1
2025-03-23,France,1,2567.72,2567.72,1,0,1
2025-03-23,Canada,1,4598.98,4598.98,0,0,1
2025-03-23,USA,2,2215.37,1107.685,2,0,2
2022-01-01,Germany,1,4089.35,4089.35,1,0,1
2022-01-01,UK,1,1901.56,1901.56,1,0,1
2022-01-01,France,2,4103.03,2051.515,1,0,2
2022-01-29,France,1,4937.7,4937.7,1,0,1
2022-01-29,USA,3,7030.64,2343.5466666666666,1,0,3
